	id	author	decade	gender	narration	0	1	2	3	4	5	6	7	8	9
102	Jacquin_Parisiennes	Jacquin	1750s	M	epistolary	0.013716181516479613	0.23799910377338604	0.010954229784215225	0.1257775519597354	0.09809966690088957	0.07582410779955856	0.05274284491476196	0.05954321021134033	0.27544285745470837	0.04990024568492442
103	Laclos_Liaisons	Laclos	1760s	M	epistolary	0.007931716949409306	0.2567346536826776	0.013662968020010591	0.05168044301158875	0.0467079919433951	0.05364081210964058	0.03994169623769361	0.08699056200607283	0.1828587104549657	0.2598504455845456
104	Lagrave_Sophie	Lagrave	1790s	F	epistolary	0.015208621172207538	0.08879934409356384	0.027559409215229237	0.06410968599990965	0.030790550812784506	0.09756589382908099	0.11078011332901018	0.15274094839771907	0.19858667058525314	0.21385876256524147
105	Lagrave_Zabeth	Lagrave	1790s	F	heterodiegetic	0.00900873669669432	0.09596000101792355	0.04000750720535705	0.055984344797061686	0.02610739642219432	0.09252594240784244	0.22752232504727612	0.16728704028150307	0.1323209162453694	0.15327578987877738
106	Laveaux_Eusebe	Laveaux	1780s	M	heterodiegetic	0.07393369803957682	0.0689981283536017	0.26281192373769585	0.05997565932300133	0.12087238432851656	0.10135645025650157	0.15208818891823356	0.05331612343892782	0.0592641297995813	0.04738331380436293
107	Leonard_Clementine	Leonard	1770s	M	epistolary	0.01893715944850615	0.07081291496233302	0.005565825939219028	0.05084303493196157	0.04143483709255878	0.2554229997092986	0.04690386077758211	0.12991419371815946	0.29356015637223687	0.08660501704814397
108	Leonard_Lettres	Leonard	1780s	M	epistolary	0.05453879679332963	0.053449323659174874	0.010264105585377556	0.05386207361001702	0.08764953971625637	0.19880771487916515	0.08597639551552534	0.11429469004724606	0.2565508805755258	0.08460647961838168
109	Lesuire_Aventurier	Lesuire	1780s	M	autodiegetic	0.0837676341515572	0.1215104583381714	0.08996364279607852	0.10921168760015736	0.051965777141006225	0.1334266686875302	0.0793806855126048	0.1741197176654474	0.07872244701788249	0.07793128108956401
110	Lesuire_Crime	Lesuire	1780s	M	epistolary	0.028028900791608205	0.1273777745250613	0.10207408646043171	0.0935781593328071	0.055569254481475684	0.15671889061357133	0.14301842237964246	0.12633008198359222	0.054727124015008614	0.11257730541680082
111	Linguet_Voyage	Linguet	1750s	M	mixed	0.12527013114383548	0.08022913267166593	0.036508889686186534	0.17593849675479242	0.14633864803287142	0.0317030306170765	0.022305685457365203	0.19341996770766354	0.12064234755052906	0.06764367037801353
112	Loaisel_Ainsi	Loaisel	1780s	M	epistolary	0.07183593558527002	0.06379944558706745	0.015306842099966831	0.11136251416251008	0.1556802245258024	0.07748012175337	0.04243808771592269	0.1021685984543186	0.27192773237272855	0.08800049774304292
113	Loaisel_Comtesse	Loaisel	1770s	M	heterodiegetic	0.09925017034027957	0.04233579750076385	0.006878920939357255	0.03950037871745882	0.05442435903561492	0.2875206796513214	0.07249430683747347	0.11828368347659644	0.24798317414100668	0.0313285293601272
114	Loaisel_Dolbreuse	Loaisel	1780s	M	autodiegetic	0.07189054359286905	0.05906802943256336	0.006893957518627289	0.1057414008769253	0.18961884152921063	0.1660705220540796	0.03797427734196902	0.06932983005968207	0.27082832880992685	0.02258426878414642
115	Louvet_Annee	Louvet	1760s	M	autodiegetic	0.03796436732793395	0.1033323762792961	0.04102544101857101	0.08535801448713413	0.02948928509944147	0.0860852755202099	0.07995085321084017	0.22919168276671756	0.07771741458038833	0.22988528970946673
116	Louvet_Fin	Louvet	1780s	M	autodiegetic	0.01751651438465496	0.13176178384632412	0.030848340402480474	0.06684488324129806	0.030294028140054875	0.11514777661907646	0.07452225480427889	0.18944400345762566	0.08412581952521893	0.25949459557898685
117	Luchet_Vicomte	Luchet	1780s	M	heterodiegetic	0.03479622899225332	0.1797842319988813	0.015603646515151311	0.1377530150835251	0.13964369858282297	0.07206855054636066	0.08129661014735406	0.08502066360399654	0.15307607472210447	0.10095727980754969
118	Maistre_Voyage	Maistre	1730s	M	autodiegetic	0.07924206810923472	0.07468189972920987	0.0555573914217035	0.1963047716040415	0.14431291319838485	0.07157770757567003	0.030521698760285793	0.17487760060733798	0.09611665487078226	0.07680729412334905
119	Malarme_Rose	Malarme	1780s	F	epistolary	0.007473150737404376	0.14350508855475677	0.01877337406863688	0.054560082758688684	0.027709679263837782	0.08094867043304343	0.13959484126600494	0.10460856384656672	0.13596164938688102	0.286864899684179
120	Marchadier_Isle	Marchadier	1750s	M	heterodiegetic	0.15338866865861428	0.06012765504762649	0.012104319632943793	0.2629686682958324	0.07635378253634267	0.06596602697882116	0.025959686828045458	0.11897600691444743	0.18951168036094304	0.03464350474638286
121	Marchand_Avis	Marchand	1750s	M	autodiegetic	0.038148627889723376	0.22813552518630922	0.04242279476338433	0.15168064982295465	0.21816151827966673	0.032442027083283705	0.11964143442590994	0.05540976342865437	0.07054923106974806	0.04340842805036518
122	Marmontel_Belisaire	Marmontel	1760s	M	heterodiegetic	0.19927143804551886	0.12469874231393123	0.007886538161125719	0.025676298378084314	0.23215873648116483	0.14579647310214278	0.07062248830789102	0.040683388752228225	0.12057127189951956	0.03263462455839297
123	Marmontel_Contes	Marmontel	1720s	M	heterodiegetic	0.0436082582591031	0.1507188099285861	0.017570846571784118	0.17005242924683456	0.06127781730710118	0.11017743892417543	0.09004583874994497	0.05533111805720602	0.2076332568326341	0.09358418612263017
124	Marmontel_Dejeunes	Marmontel	1790s	M	heterodiegetic	0.033822938264209956	0.0927787027654588	0.04631475515289357	0.10900528260503649	0.04075868302591565	0.1488133224964942	0.18692834933290628	0.15785873191152444	0.11959849309768604	0.06412074134787409
125	Marmontel_Incas	Marmontel	1770s	M	heterodiegetic	0.311947713495527	0.0702631174922664	0.006986580093633535	0.018475401687458703	0.07233372395859403	0.28545700413206	0.05795084633608266	0.040700390210747645	0.1103293097135653	0.02555591288006425
126	Maubert_Paisan	Maubert	1760s	M	autodiegetic	0.32247544311429077	0.20295147854749587	0.03973707491392587	0.028309111819540902	0.07036479982528748	0.03671448009011078	0.10576026319676568	0.08653239226175417	0.04778015155494398	0.05937480467588405
127	Merard_Bergeries	Merard	1780s	F	dialogue novel	0.08877100800568086	0.07386298787100257	0.011370669644799502	0.20708790532912516	0.03137370739569918	0.09787068650680852	0.07012104072386606	0.08223667342459712	0.2693472451298636	0.06795807596855707
128	Mercier_An	Mercier	1770s	M	autodiegetic	0.1429258248564233	0.049246231288372355	0.04177291242761606	0.12221736576192971	0.3107601426392078	0.11151218911288141	0.0466561092262718	0.07427848388240645	0.07035040889605551	0.03028033190883519
129	Mercier_Jezennemours	Mercier	1770s	M	mixed	0.06351227546815276	0.08274611101908455	0.03338363948285881	0.09882550294834282	0.11974157089479412	0.1751941482147891	0.06461804960824566	0.13343039491456551	0.18831480309490814	0.040233504354258154
130	Mercier_Songes	Mercier	1760s	M	autodiegetic	0.1629893418120314	0.050671365302992766	0.02749352941113212	0.0918103889711772	0.20948014926507197	0.20028650879573706	0.03784089948019847	0.0696072772984444	0.1312212979538876	0.018599241709326433
131	Mirabeau_Conversion	Mirabeau	1700s	M	autodiegetic	0.034221784517838395	0.08266723867317285	0.21755662643875784	0.17946126790209646	0.062416138727411696	0.10376216393892235	0.05169990692493246	0.09715240338956788	0.09754191639136964	0.07352055309593006
132	Mirabeau_Rideau	Mirabeau	1720s	M	autodiegetic	0.021101805530568087	0.1316764126607021	0.14139217687463587	0.10018046095535277	0.10309917475894195	0.044854445959088954	0.04582129297386836	0.1705635198735469	0.18653073116580862	0.05477997924748595
133	Montdorge_Nadir	Montdorge	1760s	M	heterodiegetic	0.28505503308174135	0.08020043826431815	0.00827361482974171	0.08499084855626446	0.1709517658424492	0.12209482877230261	0.029829957683390564	0.08335826607869158	0.1169571812579038	0.018288065633196106
134	Montesquieu_Arsace	Montesquieu	1740s	M	heterodiegetic	0.14599497745725465	0.13017614296444796	0.006069517434153786	0.04638091430594463	0.10772557342656959	0.1239848792976368	0.04710562150552282	0.12387267791594465	0.20898306924482998	0.059706626447694686
135	Moreau_Memoire	Moreau	1750s	M	autodiegetic	0.10543745767080019	0.10704282161664215	0.01982570656023937	0.11702739558572249	0.3310337954850371	0.04388687312827832	0.029709115433189718	0.13456234209893725	0.07254163894508371	0.03893285347606935
136	Morelly_Naufrage	Morelly	1750s	M	heterodiegetic	0.23614932301484434	0.11118916386700471	0.008354779145927374	0.06857027940905394	0.21945805286218523	0.11028512800963512	0.03476222752053573	0.046751946922733725	0.14431503772805807	0.02016406152002127
137	Morliere_Royalisme	Morliere	1770s	M	heterodiegetic	0.2697113553278253	0.16883642884986777	0.010761061206699594	0.03450781872841826	0.0716445414049471	0.14939091878134977	0.07272282486420431	0.05237667414148443	0.14106018631091438	0.028988190384288633
138	Mouhy_Opuscule	Mouhy	1750s	M	mixed	0.0403867179026895	0.1064532028313385	0.03505005120646682	0.04795350355693886	0.10359887944946986	0.1108954444141714	0.025740059245447	0.1128967339885472	0.36636114229829164	0.05066426510663872
139	Nerciat_Aphrodites	Nerciat	1790s	M	dialogue novel	0.03531541628035355	0.11517946845798477	0.22925084180410907	0.16302796357316038	0.05992707981288096	0.05639918785976644	0.03652542872772172	0.1079193436291376	0.06380692384975045	0.1326483460051346
140	Nerciat_Doctorat	Nerciat	1760s	M	autodiegetic	0.014811746067636038	0.15827961845334393	0.13964049463277128	0.1545136872023771	0.0837756124299487	0.0793288484340232	0.06109211313750509	0.10378265752300941	0.11334966257750125	0.09142555954188357
141	Nerciat_Etourdi	Nerciat	1780s	M	autodiegetic	0.021778589103613716	0.17046691364108055	0.043656962789947025	0.16899979366135523	0.05565032823424055	0.07091763949298008	0.08900859268111237	0.11072050039332093	0.17304118275862831	0.09575949724372079
142	Nerciat_Felicia	Nerciat	1770s	M	autodiegetic	0.018002310075686492	0.19045755023301694	0.08067027880598698	0.17694671404342746	0.05177443387596648	0.07275898172294466	0.07349143539857267	0.1269311762820431	0.11004840816272668	0.09891871139962807
143	Nerciat_Monrose	Nerciat	1770s	M	autodiegetic	0.019484668134570664	0.17068103974872345	0.13202783460410716	0.16655318388806925	0.07088547294836209	0.0651341590074366	0.06540980666782331	0.10749838541108482	0.08383759311052551	0.11848785647929652
144	Pertusier_Premiere	Pertusier	1800s	M	epistolary	0.011460325378091588	0.18309650874915628	0.03946291033984257	0.1548719081369552	0.028446584756798402	0.08354071002683228	0.034800737835248334	0.18909089012411193	0.10109978719458294	0.17412963745838003
145	PigaultLebrun_Adele	PigaultLebrun	1800s	M	heterodiegetic	0.012252202994497544	0.16359667871852596	0.07188563635729686	0.11779999788780829	0.0757776402566646	0.04603117516634396	0.14246778396075366	0.12416345359569096	0.1089523321059791	0.13707309895643865
146	PigaultLebrun_Enfant	PigaultLebrun	1790s	M	autodiegetic	0.032610754254097304	0.09406219870016991	0.13312562632805805	0.09586332933219299	0.07112731162202691	0.07239290710447949	0.08610983220373976	0.24310880649236627	0.09283912038867012	0.07876011357419865
147	PigaultLebrun_Kinglin	PigaultLebrun	1720s	M	heterodiegetic	0.04282322103094354	0.1207748305371301	0.23538979259500376	0.10213332895957296	0.0945696681459586	0.040343277124675045	0.11547374844413207	0.1109569411726293	0.052933375984743306	0.08460181600521093
148	PigaultLebrun_Metusko	PigaultLebrun	1700s	M	heterodiegetic	0.1655793090706535	0.1605047104272784	0.011601550627444111	0.04403787701131129	0.05595270151655271	0.1877235108241372	0.06319565016679918	0.11149848343064017	0.17626147165564676	0.023644735269536116
149	Popeliniere_Daira	Popeliniere	1760s	M	autodiegetic	0.10807597347616965	0.13184792799822853	0.008409805667677519	0.03227829752202214	0.04592913399494602	0.26311436069201405	0.09771983452182975	0.1626031549871305	0.11812396731827411	0.031897543821707224
150	Prevost_Monde	Prevost	1760s	M	autodiegetic	0.06491173530587199	0.28709333171859613	0.015612452919330354	0.04935219840693019	0.07365500134147421	0.07438439932044737	0.11225012835030047	0.15990273281938067	0.11377655110397024	0.0490614687136976
151	Puget_Periphas	Puget	1760s	M	heterodiegetic	0.3459096344356539	0.1317921346610495	0.009001805163869118	0.05310720390772786	0.12903566355149224	0.125260820840267	0.034696332815764765	0.041305372470245044	0.11217052355920348	0.01772050859472678
152	Puttelange_Roi	Puttelange	1790s	M	heterodiegetic	0.22496426436006547	0.12479236944573462	0.10800947560160358	0.1181348440391946	0.12769635956135522	0.023881091989490847	0.06160555708980607	0.08713726199187076	0.07989644214794017	0.04388233377293816
153	Quesne_Folies	Quesne	1790s	M	autodiegetic	0.09619995401705862	0.09621264175063587	0.18387701083773036	0.11122056109743915	0.12869019762220713	0.08992799664502442	0.03898585734005745	0.14183648897078044	0.06812856173149026	0.04492072998757582
154	Retif_AntiJustine	Retif	1790s	M	autodiegetic	0.007418862252554139	0.04481936046837331	0.5447344939440101	0.04151687700859114	0.020376436977149397	0.03970734213359505	0.0999126746972044	0.10739321844274775	0.04757043357316944	0.04655030050260478
155	Retif_Paysan	Retif	1770s	M	epistolary	0.021537422215516307	0.12385356648253527	0.04531413825575778	0.10440032746885326	0.10379840961409452	0.08816743057456981	0.13499349565534766	0.07235020565351859	0.10672195215989227	0.19886305191991407
156	Retif_Paysanne	Retif	1780s	M	epistolary	0.011189929573929185	0.11939208868781026	0.050103109521056025	0.08889118820220739	0.08203397063270783	0.10443498250055838	0.14586634181108746	0.09365077394571655	0.0745399649541999	0.2298976501707264
157	Retif_Sara	Retif	1780s	M	mixed	0.009078996268945948	0.13924199925951045	0.02737083237403524	0.09253081379789165	0.02924216365235982	0.06791816823760936	0.1548082713516943	0.13464446610814856	0.15950754703649705	0.18565674191330717
158	Retif_Vie	Retif	1780s	M	heterodiegetic	0.0405664576551259	0.11168441648466754	0.05830140918307696	0.05149366795155629	0.11893761316479497	0.06211384995407537	0.32436045980396316	0.07137614665622483	0.07228532883534756	0.08888065031116713
159	Reveroni_Pauliska	Reveroni	1790s	M	autodiegetic	0.07376169448831255	0.09157061723731483	0.05762724507028685	0.0799736825474579	0.08667167750404929	0.16831344166778278	0.06474366267327387	0.2530517075725761	0.09033149286105462	0.03395477837789072
160	Riccoboni_Ernestine	Riccoboni	1710s	F	unknown	0.008646349588787542	0.16179922493811744	0.0033319238126655938	0.06362931389473236	0.03129674677317669	0.05430530666792552	0.06505318451371188	0.07267951014780064	0.4147423295722364	0.12451611009084534
161	Riccoboni_Histoire	Riccoboni	1710s	F	heterodiegetic	0.007010532551262304	0.20683318895872038	0.004843969039638153	0.04618335421508602	0.02090533508237435	0.06426167121798643	0.03872873935280009	0.10776530529119076	0.3732344157145384	0.13023348857640255
162	Riccoboni_LettreJuliette	Riccoboni	1750s	F	epistolary	0.00929786707088431	0.13867908261012074	0.0052779353415043214	0.06263015961236268	0.03222868964570873	0.0680940327727189	0.03649758577871986	0.062118604248991224	0.3530680743670197	0.23210796855196916
163	Riccoboni_LettresAdelaide	Riccoboni	1710s	F	epistolary	0.007555336027186049	0.15840112100521656	0.004956030146830708	0.04605816372275695	0.03505362036331616	0.052564274709721984	0.07337096587148409	0.07408707849382033	0.33509201412646905	0.2128613955331977
164	Riccoboni_LettresFanni	Riccoboni	1750s	F	epistolary	0.010290593020535704	0.09316185591877212	0.012822365687657943	0.07005378385474641	0.03427382004120549	0.04074972967070696	0.018683553633624415	0.06504496848581345	0.38585648516956245	0.26906284451737456
165	Riccoboni_MissJenny	Riccoboni	1710s	F	autodiegetic	0.011560586281326968	0.1668893669155673	0.00423487531653705	0.03259896002439112	0.026060878601698874	0.09019646882080877	0.0948765425110316	0.10164284929440559	0.3881838504351457	0.08375562179908672
166	Riccoboni_MylordRivers	Riccoboni	1770s	F	epistolary	0.01846104578492978	0.20654968825655617	0.009439895831734655	0.07530651122799023	0.09388015402830194	0.03603387793509457	0.056157463701184136	0.04434696632601445	0.2989633120966481	0.16086108481154548
167	Ripault_Journee	Ripault	1790s	F	autodiegetic	0.035410956041054834	0.06990918381727228	0.1648094051902491	0.23234240174386553	0.07096358744361181	0.04980970492676757	0.08217596976091515	0.15252146302250763	0.041473921971675695	0.10058340608207988
168	Rosny_Firmin	Rosny	1790s	M	autodiegetic	0.026596172462493094	0.2138924284830958	0.02020309937207659	0.08845120077163432	0.13121865973058305	0.12072242019149826	0.1193043283474743	0.09541741677435006	0.14801883404984786	0.03617543981694616
169	Rousseau_Emile	Rousseau	1780s	M	autodiegetic	0.024642653964785752	0.13376507403898766	0.03749875214531112	0.07486349722964782	0.37820561999126284	0.05279194793448861	0.06158338324526221	0.07440180862320961	0.11254395085947634	0.04970331196756748
170	Rousseau_Julie	Rousseau	1770s	M	epistolary	0.027047780818054253	0.1540989851112019	0.019149216837777108	0.07531643625608432	0.15799685747963674	0.08913979951578507	0.06166912964852068	0.06657191399888997	0.2405241252434844	0.108485755090565
171	Rousseau_Reine	Rousseau	1760s	M	heterodiegetic	0.07072849833753092	0.23949617767200748	0.054832129984564125	0.1363823229111627	0.13261165162838118	0.06069741017917516	0.09991854229097995	0.05138778637519726	0.08722114630006328	0.06672433432093751
172	Rousseau_Reveries	Rousseau	1780s	M	heterodiegetic	0.053189674453607054	0.1382254713142064	0.03593289143636206	0.07940496506434959	0.28130033449780956	0.059704072568140455	0.03422477104586046	0.08265756477080329	0.18649927371800226	0.04886098113085849
173	Sacy_Amours	Sacy	1760s	M	heterodiegetic	0.2270871412197186	0.04634981623555181	0.015879138635320006	0.15013965574843227	0.022335519692548704	0.1872521784343631	0.03703018591679025	0.06129593077178635	0.23594393311016426	0.016686500235324312
174	Sade_120	Sade	1700s	M	heterodiegetic	0.01222375589054979	0.09992396399670926	0.45062359355147014	0.06589430324861269	0.06831356494479428	0.0671083972215631	0.05711803164753539	0.08662772400438708	0.04395342556143243	0.04821323993294549
175	Sade_Aline	Sade	1790s	M	epistolary	0.05496584926095802	0.166394480025641	0.053461312101966516	0.04511517546415008	0.16169784345961932	0.1412893131616239	0.08704185978823957	0.10593681122595482	0.10368793690133912	0.08040941861050709
176	Sade_Crimes	Sade	1790s	M	unknown	0.05795687140406698	0.21055944413873995	0.017722061719569387	0.06434236421261658	0.07809382363466673	0.19541781500132951	0.09454461879305558	0.07581843869749957	0.12774248089054807	0.0778020815079074
177	Sade_Infortunes	Sade	1780s	M	heterodiegetic	0.01770391644387734	0.15710230830013214	0.0960266705065031	0.04559701608961593	0.1316054028675631	0.18379173254380207	0.09846053539435957	0.142960457813196	0.06263455676742304	0.06411740327352732
178	Sade_Justine	Sade	1790s	M	heterodiegetic	0.02090671012273716	0.14951274830283315	0.1328609119396031	0.0500358570284563	0.1568360919821111	0.18184514005781627	0.06241779723013693	0.12091743881916288	0.07362342447901789	0.05104388003812489
179	Sade_Philosophie	Sade	1790s	M	dialogue novel	0.02394149641830981	0.1142949583182212	0.19396169558231224	0.04578434795458978	0.3081982786833299	0.09138286974073301	0.044742415010378074	0.02572848954283406	0.07948208080189012	0.07248336794740154
180	Saurin_Mirza	Saurin	1750s	M	heterodiegetic	0.2359172707913924	0.1055266645563453	0.034659048489841825	0.11884266875152451	0.047738776487547485	0.12134457459620299	0.040591007509689234	0.11260898594890392	0.1353162516248499	0.04745475124370197
181	Segur_Correspondance	Segur	1700s	M	epistolary	0.011640127779856662	0.18103677758611617	0.01087988263541239	0.0871052436799187	0.07708634884978581	0.045297960070790115	0.02087613293329673	0.041201406487034006	0.2658826979414046	0.25899342203638437
182	Senac_Emigre	Senac	1790s	M	epistolary	0.0470934376632316	0.12979337249125503	0.01888932323279717	0.08331184498526559	0.12292346693067496	0.07311585788536079	0.0963877008095138	0.08582374900323515	0.16549474051711036	0.1771665064815552
183	Souza_Adele	Souza	1720s	F	epistolary	0.018797836410831884	0.10303630317992239	0.012418331117984434	0.07334479007439065	0.03320753831988769	0.04703126955486013	0.09994257344345119	0.24208541908924527	0.17011153296534132	0.20002440584408465
184	Souza_Emilie	Souza	1790s	F	epistolary	0.017711506671813176	0.1440751648323908	0.006483624175557474	0.07644892159587617	0.032449204025508695	0.09355040554407103	0.09096738475851245	0.17394774545929165	0.2133182839189973	0.15104775901798084
185	Tiphaigne_Amilec	Tiphaigne	1750s	M	autodiegetic	0.23244401086811234	0.08475778826954232	0.03799260638204988	0.08161301358819681	0.33434418424532625	0.021275470512838058	0.022576476045957646	0.10914162581231811	0.03618982807896006	0.03966499619669801
186	Tiphaigne_Galligenes	Tiphaigne	1760s	M	heterodiegetic	0.12860863552048504	0.12689757231934778	0.018204088761140692	0.061714170551709135	0.32053634136271975	0.07305111995658543	0.05294024535808446	0.06152741159086063	0.1185902433253891	0.037930171253677494
187	Tressan_Jehan	Tressan	1720s	M	heterodiegetic	0.15200449287152282	0.12779125584966886	0.05020691409554564	0.2208058042261035	0.031189350882924356	0.051366724021683026	0.06247092747130766	0.14103118790982644	0.09601938995354455	0.06711395271787268
188	Tressan_Prince	Tressan	1720s	M	heterodiegetic	0.13781206634594984	0.1340359098428495	0.031595498819164486	0.07777838281376374	0.021057843135901616	0.14786552504500966	0.06033358975230679	0.21582768379711942	0.10768126678658164	0.06601223366135282
189	Villeneuve_Temps	Villeneuve	1760s	F	heterodiegetic	0.09312154697398987	0.3615292802885407	0.018498091784712782	0.04126529732829389	0.049164780627376316	0.1187367413316066	0.08552972173791977	0.10286069650888663	0.09692779969336815	0.03236604372530499
190	Voisenon_Histoire	Voisenon	1780s	M	autodiegetic	0.023559319937043674	0.2614497662168041	0.02118947068732223	0.13014434087322202	0.09585120616644972	0.02768404431079714	0.07822211354333714	0.06581453095973916	0.1584463913090845	0.13763881599619981
191	Voltaire_Amabed	Voltaire	1770s	M	epistolary	0.1365445051303904	0.053277423905907347	0.21817258975043002	0.06111927909225748	0.1399695784275309	0.1211614852520965	0.04459840343006993	0.058929610471523265	0.04144880445528981	0.12477832008450396
192	Voltaire_Bramin	Voltaire	1770s	M	heterodiegetic	0.0172423208354249	0.0328144464350511	0.2213496213512446	0.1365655455516981	0.1139009666822639	0.0100387161405906	0.2162907343811599	0.2094761999503783	0.0065722297748628	0.0357492188973252
193	Voltaire_Candide	Voltaire	1790s	M	heterodiegetic	0.1446198131037987	0.058787363019307745	0.24850925856773015	0.07901416807457784	0.0799143538728603	0.0722416211953775	0.09036404369256446	0.09645866768540537	0.038493299162066556	0.09159741162631084
194	Voltaire_Consoles	Voltaire	1770s	M	heterodiegetic	0.1687345655802403	0.0979845435304332	0.1168593627363625	0.0588382273478591	0.2121524366850976	0.0790551976871997	0.0349413337852133	0.1123389119214386	0.0288961718652579	0.0901992488608974
195	Voltaire_Eloge	Voltaire	1770s	M	heterodiegetic	0.126056471507232	0.05873962094403647	0.05991188203593576	0.015683697625935702	0.4802513033045037	0.04832539455497994	0.07925882223618837	0.06100787306322517	0.033217820986312964	0.03754711374164956
196	Voltaire_Homme	Voltaire	1770s	M	homodiegetic	0.08661559830793919	0.05986278492902452	0.2237825525200918	0.0513904130081536	0.26621615437660007	0.044216411972374615	0.13655403062647545	0.03486086988537909	0.02534308548996663	0.07115809888399462
197	Voltaire_Ingenu	Voltaire	1770s	M	heterodiegetic	0.05419307127458325	0.07996733482185245	0.19624887460986978	0.06595089179047785	0.1082544194422594	0.11090113211822678	0.12652401547986358	0.08164509440024414	0.08476337390270014	0.09155179215992218
198	Voltaire_Jenni	Voltaire	1770s	M	homodiegetic	0.11080726621792579	0.05340573111202424	0.14571845577879158	0.040231848294512075	0.262416127351405	0.11457920665897384	0.08861014128283941	0.060268790210941045	0.04130602234739467	0.08265641074519181
199	Voltaire_Micromegas	Voltaire	1750s	M	heterodiegetic	0.16017302373530806	0.0808937808265519	0.13150613424268395	0.06405144517829567	0.2606732377018956	0.024955359184456186	0.027582077825052072	0.11746888849432038	0.037505204100142006	0.09519084871129364
200	Voltaire_Oreilles	Voltaire	1770s	M	mixed	0.18616032353545336	0.06367699292315272	0.16727923732750463	0.05927276213639757	0.24195135791085534	0.043135487818635555	0.05778657834300027	0.04526889549503926	0.03635301730520454	0.09911534720475637
201	Voltaire_Princesse	Voltaire	1770s	M	heterodiegetic	0.29584860307344857	0.07165605383510533	0.09498911494719679	0.09722714577989809	0.09371993868466921	0.053309458373382475	0.07330550296708471	0.08352929481866407	0.06267455921196571	0.0737403283085847
202	Voltaire_Scarmentado	Voltaire	1770s	M	heterodiegetic	0.16362341228736413	0.07737190417556816	0.24943530468412425	0.024816346010872566	0.1761264562998289	0.030820455716093365	0.0809282080921863	0.0623666088002457	0.03418426654024854	0.10032703739346777
203	Voltaire_Songe	Voltaire	1770s	M	heterodiegetic	0.20059308846284493	0.055036549616701055	0.0315598976413574	0.10684899804292164	0.36097876845858357	0.06327237132665935	0.041909583987373294	0.0270740748261376	0.09876274266944154	0.01396392496797905
204	Voltaire_Taureau	Voltaire	1770s	M	heterodiegetic	0.2706287439424271	0.09537663851172047	0.18221733140537716	0.06913665244462033	0.0591774999453034	0.05919742825693284	0.05623840018415015	0.06678722331832455	0.057247805193177126	0.08399227679796643
